cfg_weight,checkpoint,clip_umap_csv,clip_umap_svg,comparison,kind,noise_strength,num_fake,num_real,out_dir,real_clip_centroid_cosine,real_clip_centroid_l2,real_clip_frechet,real_clip_mmd_rbf,real_clip_nearest_cosine_mean,real_fid,source_lpips_mean,source_lpips_std
5.0,step-15000.ckpt,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_edges/candidates/step-15000_strength-0.50_cfg-5.0/clip_umap.csv,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_edges/candidates/step-15000_strength-0.50_cfg-5.0/clip_umap.svg,translated_sim_vs_real,translated_candidate,0.5,256,512,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_edges/candidates/step-15000_strength-0.50_cfg-5.0,0.8586940765380859,0.5316125154495239,0.42915429758121215,0.16622871160507202,0.7648690938949585,186.98675537109375,0.40519817057065666,0.045644895974865506
1.0,step-25000.ckpt,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_25k/candidates/step-25000_strength-0.10_cfg-1.0/clip_umap.csv,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_25k/candidates/step-25000_strength-0.10_cfg-1.0/clip_umap.svg,translated_sim_vs_real,translated_candidate,0.1,256,512,/develop/code/eval/cyclenet/remote_sensing/translate_sweep/all_real_25k/candidates/step-25000_strength-0.10_cfg-1.0,0.8444847464561462,0.5577011704444885,0.4590978139532683,0.17247265577316284,0.74635910987854,190.52537536621094,0.018260196055052802,0.003666179135613634
